32,41,0
72,19,0
96,88,1
35,10,0
95,7,0
93,42,0
81,52,0
97,4,0
42,28,0
57,28,0
88,22,0
75,60,0
40,90,0
98,77,1
96,40,0
82,44,0
22,53,0
54,22,0
6,60,0
88,69,1
93,30,0
71,45,0
78,22,0
8,39,0
88,51,0
6,71,0
51,31,0
87,30,0
81,94,1
92,71,1
99,25,0
55,0,0
96,83,1
9,25,0
81,39,0
52,2,0
34,80,0
73,0,0
10,10,0
75,16,0
15,46,0
99,83,1
46,77,0
59,62,0
37,1,0
58,90,0
1,15,0
52,28,0
31,27,0
86,22,0
53,68,0
56,74,0
34,54,0
99,19,0
87,50,0
33,83,0
26,34,0
14,33,0
21,1,0
98,84,1
70,4,0
60,50,0
77,48,0
17,75,0
54,75,0
45,99,0
4,97,0
82,16,0
39,53,0
95,36,0
54,87,0
48,96,0
47,17,0
18,62,0
63,3,0
57,40,0
54,72,0
87,35,0
90,93,1
22,7,0
71,31,0
37,32,0
87,50,0
70,61,1
25,70,0
23,43,0
68,29,0
48,32,0
90,83,1
50,97,0
47,95,0
79,28,0
63,93,1
13,59,0
98,16,0
81,82,1
55,1,0
22,64,0
67,32,0
89,70,1
30,62,0
90,52,0
6,31,0
39,84,0
37,84,0
22,80,0
36,84,0
12,41,0
86,89,1
6,31,0
65,58,0
45,30,0
0,3,0
38,83,0
25,50,0
38,40,0
22,57,0
36,6,0
93,45,0
23,97,0
60,65,0
56,87,0
58,6,0
24,78,0
86,50,0
57,8,0
19,86,0
13,36,0
67,17,0
41,89,0
22,82,0
78,8,0
6,12,0
84,58,0
20,96,0
13,87,0
80,21,0
12,41,0
44,18,0
90,3,0
55,71,0
96,36,0
49,22,0
32,7,0
63,61,1
5,27,0
10,36,0
10,74,0
45,47,0
76,9,0
83,38,0
24,55,0
0,73,0
98,98,1
9,37,0
83,33,0
31,43,0
75,43,0
47,77,0
4,51,0
77,56,0
37,93,0
35,37,0
18,54,0
71,24,0
62,65,1
42,29,0
45,1,0
89,35,0
9,69,0
69,40,0
84,5,0
99,72,1
40,66,0
25,8,0
87,49,0
60,78,0
18,26,0
43,58,0
83,11,0
98,5,0
56,1,0
51,71,0
5,60,0
24,63,0
88,32,0
3,44,0
57,41,0
27,47,0
27,99,0
80,62,1
95,35,0
61,87,1
86,16,0
78,0,0
99,78,1
30,97,0
32,9,0
85,27,0
79,92,1
96,68,1
23,88,0
41,35,0
60,95,0
7,76,0
51,76,0
51,18,0
46,2,0
90,89,1
47,87,0
82,96,1
99,73,1
48,52,0
99,47,0
34,62,0
82,12,0
51,58,0
38,84,0
64,17,0
7,48,0
86,23,0
54,9,0
71,26,0
19,4,0
71,7,0
99,37,0
72,23,0
59,39,0
71,81,1
15,95,0
76,18,0
4,12,0
70,12,0
15,29,0
25,25,0
30,20,0
39,58,0
18,62,0
84,8,0
79,59,0
48,89,0
69,13,0
73,30,0
1,93,0
54,60,0
96,24,0
95,95,1
50,25,0
39,42,0
94,43,0
22,37,0
77,49,0
27,2,0
25,26,0
35,64,0
56,39,0
53,1,0
2,33,0
67,48,0
57,16,0
82,78,1
11,65,0
66,22,0
15,16,0
73,97,1
28,68,0
14,97,0
93,80,1
73,22,0
48,69,0
79,42,0
55,75,0
42,34,0
24,9,0
78,75,1
12,65,0
47,95,0
18,66,0
30,45,0
60,76,0
22,97,0
89,73,1
43,33,0
53,74,0
27,37,0
14,51,0
29,85,0
55,20,0
70,30,0
46,33,0
74,73,1
37,34,0
73,56,0
73,36,0
57,8,0
91,81,1
88,23,0
5,87,0
91,12,0
66,49,0
8,29,0
20,58,0
81,53,0
8,0,0
50,80,0
2,11,0
29,23,0
78,17,0
91,9,0
76,41,0
50,74,0
26,61,0
25,44,0
82,85,1
13,81,0
84,20,0
79,1,0
68,57,0
0,60,0
72,96,1
48,19,0
66,33,0
35,11,0
14,59,0
32,73,0
65,96,1
20,78,0
79,14,0
15,43,0
71,40,0
92,21,0
23,98,0
93,4,0
90,31,0
53,35,0
15,92,0
91,54,0
67,92,1
47,60,0
30,2,0
0,13,0
98,25,0
88,84,1
18,98,0
80,18,0
45,35,0
12,27,0
54,92,0
71,75,1
38,73,0
38,13,0
90,24,0
5,91,0
86,96,1
40,13,0
63,54,0
63,60,0
77,67,1
6,13,0
41,86,0
15,86,0
34,84,0
63,74,1
1,62,0
63,18,0
77,46,0
92,49,0
43,37,0
25,58,0
96,7,0
47,29,0
28,67,0
58,47,0
79,10,0
58,96,0
3,84,0
56,94,0
26,62,0
92,20,0
65,54,0
83,25,0
80,70,1
11,20,0
98,97,1
19,60,0
40,44,0
23,54,0
95,4,0
92,96,1
69,33,0
75,15,0
95,37,0
47,41,0
95,6,0
27,70,0
26,38,0
75,88,1
80,18,0
39,2,0
9,24,0
72,15,0
51,60,0
10,0,0
94,47,0
27,52,0
31,9,0
24,57,0
59,87,0
2,69,0
46,35,0
48,50,0
89,72,1
10,35,0
28,94,0
12,83,0
19,0,0
63,77,1
13,38,0
47,41,0
39,11,0
64,22,0
59,97,0
99,14,0
24,6,0
64,14,0
51,88,0
45,82,0
23,69,0
61,76,1
37,79,0
22,83,0
82,98,1
15,90,0
37,41,0
19,1,0
82,18,0
91,8,0
45,15,0
35,23,0
71,7,0
89,95,1
96,22,0
57,54,0
89,16,0
10,59,0
5,17,0
84,27,0
21,78,0
15,14,0
32,58,0
42,3,0
46,20,0
98,36,0
55,31,0
59,71,0
22,14,0
36,76,0
35,8,0
72,70,1
6,79,0
6,40,0
32,47,0
42,37,0
16,60,0
90,98,1
94,42,0
13,79,0
49,35,0
25,46,0
25,59,0
58,51,0
23,54,0
65,99,1
82,36,0
87,83,1
37,84,0
40,35,0
48,61,0
55,27,0
1,30,0
65,15,0
47,73,0
64,33,0
90,93,1
74,6,0
56,31,0
71,24,0
49,67,0
32,98,0
58,28,0
78,8,0
37,46,0
59,36,0
40,6,0
53,13,0
90,53,0
92,27,0
21,91,0
44,19,0
19,54,0
31,51,0
67,59,0
16,77,0
23,92,0
69,3,0
76,13,0
26,48,0
74,25,0
55,78,0
48,36,0
30,7,0
49,86,0
69,39,0
33,31,0
2,80,0
96,27,0
21,21,0
92,90,1
91,68,1
47,23,0
0,30,0
59,86,0
40,42,0
77,50,0
21,53,0
60,38,0
4,93,0
15,5,0
37,41,0
70,8,0
81,63,1
74,76,1
35,55,0
49,98,0
72,5,0
5,56,0
89,24,0
46,35,0
6,15,0
4,35,0
84,59,0
28,0,0
33,57,0
17,61,0
41,20,0
55,22,0
82,52,0
5,38,0
